id,name,vocabulary_id
4afd98d2-da04-4d97-93a3-eabbcace82a2,Webinar,
f8618b43-5632-48b9-a5b0-3bea243bf94e,Western gall rust,
1ff1ce1b-7a88-4fa3-9d1c-ceaee3daa586,western hemlock,
23bdcdac-d17e-451b-b6bd-27e2c24898f4,Western hemlock looper,
e9932003-76d7-4673-9cc8-ebbe31806625,western larch,
b740b120-3bab-4260-bbe2-42fa6a3f89dd,Western pine beetle,
b40b4aad-12ff-420b-971d-f3dc09741dc1,western redcedar,
09b9896a-6a91-4554-833a-b1164c9df52e,Western spruce budworm,
d2be70dc-23db-4d00-97f8-55041d69af49,Western USA,
cf3171f4-8c26-4c39-a32f-cb837d392fc4,western white pine,
37be617f-1f8d-47a9-b37e-cef8024e4cc9,Wet interior forests,
87647942-fb58-4934-b251-b8a9b068ba25,WHA,
27b2b707-a34c-4ae6-84d6-9c542308074a,White pine weevil,
c6d6ad88-749f-46a0-b917-0eb2f7890f02,white spruce,
7c8a08c2-a1ea-44bd-8e3d-7639918dd9d8,White-tailed deer,
ea2d49f5-a095-4f47-88f2-33e1ad5b2149,whitebark pine,
320dadc3-36a4-47a5-a222-e57b91415d68,Wildfire risk,
627ee58f-16e7-4430-be46-8058cc22b333,wildland urban interface,
5c38a103-9581-45ca-8d3a-216bb95ecf09,Wildlife,
e7ad30b9-c993-4dad-b087-ca23bfdb0dfb,wildlife habitat area,
b35c80b3-f25a-4e02-8b12-3519487e891b,Wildlife habitat features,
f1b80842-704a-4f4a-b58c-492f91e25d73,Windthrow,
390731b6-e6fc-49a6-b211-6de3932a3430,Wood quality,
bcc613d1-9ea7-4bef-98dd-ba145ca455f6,Woodlot,
81c3b59c-ed97-4388-86f3-96442ea7bff0,Woodpecker,
d4b8570d-4377-4acc-a997-bcbe08120042,WUI,
95fce67f-eed7-4931-a0b1-7c6063330212,Wyoming,
18543139-7a6a-421c-969b-ece46c51cc19,Yc,
ab5998fa-874d-442e-9616-08a44ac9ecbc,yellow cedar,
